name,address,level,name_clean,is_thrombectomy_center,geocode,latitude,longitude,name_cleaned
SANA Kliniken Duisburg,"Zu den Rehwiesen 7-9, 47055 Duisburg, Nordrhein-Westfalen",Überregionale Stroke Unit,sana kliniken duisburg,True,"Zu den Rehwiesen, Wanheimerort, Duisburg-Mitte, Duisburg, Nordrhein-Westfalen, 47055, Deutschland",51.3979404,6.7828432,sana kliniken duisburg
St. Josef Krankenhaus GmbH Moers,"Asberger Str. 4, 47441 Moers, Nordrhein-Westfalen",Überregionale Stroke Unit,st josef krankenhaus gmbh moers,False,"4, Asberger Straße, Moers-Mitte, Moers, Kreis Wesel, Nordrhein-Westfalen, 47441, Deutschland",51.4454023,6.6410419,st. josef krankenhaus gmbh moers
"Alexianer Krefeld GmbH, Krankenhaus Maria-Hilf","Dießemer Bruch 81, 47805 Krefeld, Nordrhein-Westfalen",Regionale Stroke Unit,alexianer krefeld gmbh krankenhaus maria-hilf,False,"81, Dießemer Bruch, Dießem, Krefeld-Mitte, Krefeld-Süd, Krefeld, Tönisvorst, Nordrhein-Westfalen, 47805, Deutschland",51.3254917,6.5866841,"alexianer krefeld gmbh, krankenhaus maria-hilf"
HELIOS Klinikum Krefeld,"Lutherplatz 40, 47805 Krefeld, Nordrhein-Westfalen",Überregionale Stroke Unit,helios klinikum krefeld,True,"40, Lutherplatz, Dießem, Krefeld-Mitte, Krefeld-Süd, Krefeld, Tönisvorst, Nordrhein-Westfalen, 47805, Deutschland",51.3209451,6.5660868,helios klinikum krefeld
Hospital zum Heiligen Geist GmbH & Co. KG,"Von-Broichhausen-Allee 1, 47906 Kempen, Nordrhein-Westfalen",Regionale Stroke Unit,hospital zum heiligen geist gmbh & co kg,False,"von Broichhausen Allee 1, Von-Broichhausen-Allee, Kempen, Tönisvorst, Kreis Viersen, Nordrhein-Westfalen, 47906, Deutschland",51.3637138,6.4112649,hospital zum heiligen geist gmbh & co. kg
UKM Universitätsklinikum Münster,"Fliednerstraße 24, 48149 Münster, Nordrhein-Westfalen",Überregionale Stroke Unit,ukm universitätsklinikum münster,True,"24, Fliednerstraße, Sentruper Höhe, Münster-West, Münster, Nordrhein-Westfalen, 48149, Deutschland",51.9638293,7.5931013,ukm universitätsklinikum münster
Herz-Jesu-Krankenhaus Hiltrup GmbH,"Westfalenstr. 109, 48165 Münster, Nordrhein-Westfalen",Überregionale Stroke Unit,herz-jesu-krankenhaus hiltrup gmbh,False,"109, Westfalenstraße, Hiltrup-West, Hiltrup, Münster-Hiltrup, Münster, Nordrhein-Westfalen, 48165, Deutschland",51.908847,7.6344033,herz-jesu-krankenhaus hiltrup gmbh
Christophorus-Klinik Dülmen,"Vollenstr. 10, 48249 Dülmen, Nordrhein-Westfalen",Regionale Stroke Unit,christophorus-klinik dülmen,False,"Christophorus Kliniken, 10, Vollenstraße, Mitte, Dülmen, Kreis Coesfeld, Nordrhein-Westfalen, 48249, Deutschland",51.8273601,7.280207,christophorus-klinik dülmen
EUREGIO-KLINIK,"Albert-Schweitzer-Str. 10, 48527 Nordhorn, Niedersachsen",Regionale Stroke Unit,euregio-klinik,False,"EUREGIO-KLINIK, 10, Albert-Schweitzer-Straße, Altendorf, Nordhorn, Landkreis Grafschaft Bentheim, Niedersachsen, 48527, Deutschland",52.4430328,7.0659723,euregio-klinik
Niels-Stensen-Kliniken - Marienhospital Osnabrück,"Am Natruper Holz 69, 49076 Osnabrück, Niedersachsen",Überregionale Stroke Unit,niels-stensen-kliniken - marienhospital osnabrück,False,"Niels-Stensen-Klinken - Standort Natruper Holz, 69, Am Natruper Holz, Westerberg, Osnabrück, Niedersachsen, 49076, Deutschland",52.2892544,8.0109038,niels-stensen-kliniken - marienhospital osnabrück
Klinikum Osnabrück GmbH,"Am Finkenhügel 1, 49076 Osnabrück, Niedersachsen",Überregionale Stroke Unit,klinikum osnabrück gmbh,False,"Klinikum Osnabrück, 1, Am Finkenhügel, Westerberg, Osnabrück, Niedersachsen, 49076, Deutschland",52.2782493,8.002721,klinikum osnabrück gmbh
Krankenhaus St. Elisabeth gGmbH,"Lindenstr. 3-7, 49401 Damme, Niedersachsen",Regionale Stroke Unit,krankenhaus st elisabeth ggmbh,False,"3-7, Lindenstraße, Clemens-August-Dorf, Damme, Landkreis Vechta, Niedersachsen, 49401, Deutschland",52.5209349,8.1942571,krankenhaus st. elisabeth ggmbh
Klinikum Ibbenbüren,"Große Str. 41, 49477 Ibbenbüren, Nordrhein-Westfalen",Überregionale Stroke Unit,klinikum ibbenbüren,False,"Klinikum Ibbenbüren ""St.-Elisabeth-Hospital"", 41, Große Straße, Ibbenbüren, Kreis Steinfurt, Nordrhein-Westfalen, 49477, Deutschland",52.278612,7.71381,klinikum ibbenbüren
Christliches Krankenhaus Quakenbrück gGmbH,"Danziger Str. 2, 49610 Quakenbrück, Niedersachsen",Regionale Stroke Unit,christliches krankenhaus quakenbrück ggmbh,True,"2, Danziger Straße, Neustadt, Quakenbrück, Artland, Landkreis Osnabrück, Niedersachsen, 49610, Deutschland",52.6678491,7.9384516,christliches krankenhaus quakenbrück ggmbh
Krankenhaus Ludmillenstift,"Ludmillenstr. 4-6, 49716 Meppen, Niedersachsen",Überregionale Stroke Unit,krankenhaus ludmillenstift,False,"Krankenhaus Ludmillenstift, 4-6, Ludmillenstraße, Altstadt, Meppen, Landkreis Emsland, Niedersachsen, 49716, Deutschland",52.6887165,7.2929998,krankenhaus ludmillenstift
St. Katharinen-Hospital GmbH,"Krankenhausstraße 2, 50226 Frechen, Nordrhein-Westfalen",Regionale Stroke Unit,st katharinen-hospital gmbh,False,"2, Krankenhausstraße, Hücheln, Frechen, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50226, Deutschland",50.9233203,6.8110238,st. katharinen-hospital gmbh
Cellitinnen-Krankenhaus Heilig Geist,"Graseggerstr. 97, 50737 Köln, Nordrhein-Westfalen",Regionale Stroke Unit,cellitinnen-krankenhaus heilig geist,False,"97, Graseggerstraße, Gartenstadt-Nord, Longerich, Nippes, Köln, Nordrhein-Westfalen, 50737, Deutschland",50.9923776,6.9257723,cellitinnen-krankenhaus heilig geist
Uniklinik Köln,"Kerpener Str. 62, 50937 Köln, Nordrhein-Westfalen",Überregionale Stroke Unit,uniklinik köln,True,"Zentralklinikum, 62, Kerpener Straße, Lindenthal, Köln, Nordrhein-Westfalen, 50937, Deutschland",50.9236351,6.9170838,uniklinik köln
Klinikum Leverkusen,"Am Gesundheitspark 5, 51375 Leverkusen, Nordrhein-Westfalen",Regionale Stroke Unit,klinikum leverkusen,False,"5, Am Gesundheitspark, Schlebusch, Stadtbezirk III, Leverkusen, Nordrhein-Westfalen, 51375, Deutschland",51.0310691,7.0348763,klinikum leverkusen
Marien-Krankenhaus,"Dr.-Robert-Koch-Str. 18, 51465 Bergisch Gladbach, Nordrhein-Westfalen",Regionale Stroke Unit,marien-krankenhaus,False,"18, Dr.-Robert-Koch-Straße, Hebborn, Bergisch Gladbach, Rheinisch-Bergischer Kreis, Nordrhein-Westfalen, 51465, Deutschland",50.9937714,7.1309545,marien-krankenhaus
Uniklinik RWTH Aachen,"Pauwelsstr. 30, 52074 Aachen, Nordrhein-Westfalen",Überregionale Comprehensive Stroke Unit,uniklinik rwth aachen,True,"Uniklinik RWTH Aachen, 30, Pauwelsstraße, Gut Kullen, Laurensberg, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52074, Deutschland",50.7768959,6.0445939,uniklinik rwth aachen
Rhein-Maas Klinikum GmbH,"Mauerfeldchen 25, 52146 Würselen, Nordrhein-Westfalen",Überregionale Stroke Unit,rhein-maas klinikum gmbh,False,"25, Mauerfeldchen, Kapellenfeldchen, Dobach, Würselen, Städteregion Aachen, Nordrhein-Westfalen, 52146, Deutschland",50.8151704,6.1429153,rhein-maas klinikum gmbh
St. Augustinus-Krankenhaus,"Renkerstr. 35, 52355 Düren, Nordrhein-Westfalen",Regionale Stroke Unit,st augustinus-krankenhaus,False,"35, Renkerstraße, Niederau, Düren, Kreis Düren, Nordrhein-Westfalen, 52355, Deutschland",50.7709305,6.4884678,st. augustinus-krankenhaus
LVR-Klinik Bonn,"Kaiser-Karl-Ring 23, 53111 Bonn, Nordrhein-Westfalen",Regionale Stroke Unit,lvr-klinik bonn,False,"23, Kaiser-Karl-Ring, Bonn-Castell, Stadtbezirk Bonn, Bonn, Nordrhein-Westfalen, 53111, Deutschland",50.7447959,7.0917228,lvr-klinik bonn
Universitätsklinikum Bonn,"Haager Weg 9, 53127 Bonn, Nordrhein-Westfalen",Überregionale Stroke Unit,universitätsklinikum bonn,False,"9, Haager Weg, Venusberg, Stadtbezirk Bonn, Bonn, Nordrhein-Westfalen, 53127, Deutschland",50.7044317,7.0978288,universitätsklinikum bonn
Marienhaus Klinikum im Kreis Ahrweiler,"Hardtstraße 23, 53474 Bad Neuenahr-Ahrweiler, Rheinland-Pfalz",Telemedizinisch vernetzte Stroke Unit,marienhaus klinikum im kreis ahrweiler,False,"23, Hardtstraße, Neuenahr, Bad Neuenahr-Ahrweiler, Landkreis Ahrweiler, Rheinland-Pfalz, 53474, Deutschland",50.5403637,7.1292309,marienhaus klinikum im kreis ahrweiler
DRK Kamillus Klinik,"Hospitalstr. 6, 53567 Asbach, Rheinland-Pfalz",Regionale Stroke Unit,drk kamillus klinik,False,"DRK Kamillus Klinik Asbach, 6, Hospitalstraße, Parscheid, Drinhausen, Asbach, Landkreis Neuwied, Rheinland-Pfalz, 53567, Deutschland",50.6678678,7.4242846,drk kamillus klinik
"GFO Kliniken Troisdorf, St. Johannes Krankenhaus","Wilhelm-Busch-Str. 9, 53844 Troisdorf, Nordrhein-Westfalen",Regionale Stroke Unit,gfo kliniken troisdorf st johannes krankenhaus,False,"GFO Kliniken Troisdorf St. Johannes Krankenhaus, 9, Wilhelm-Busch-Straße, Sieglar, Troisdorf, Rhein-Sieg-Kreis, Nordrhein-Westfalen, 53844, Deutschland",50.7972446,7.1174131,"gfo kliniken troisdorf, st. johannes krankenhaus"
Marien-Hospital Euskirchen,"Gottfried-Disse-Str. 40, 53879 Euskirchen, Nordrhein-Westfalen",Regionale Stroke Unit,marien-hospital euskirchen,False,"40, Gottfried-Disse-Straße, Euskirchen, Kreis Euskirchen, Nordrhein-Westfalen, 53879, Deutschland",50.6423738,6.7912555,marien-hospital euskirchen
Krankenhaus der Barmherzigen Brüder Trier,"Peter-Friedhofen-Straße 2, 54292 Trier, Rheinland-Pfalz",Überregionale Stroke Unit,krankenhaus der barmherzigen brüder trier,False,"2, Peter-Friedhofen-Straße, Zurlauben, Maximin, Nord, Trier, Trierweiler, Rheinland-Pfalz, 54292, Deutschland",49.7628622,6.6370355,krankenhaus der barmherzigen brüder trier
"Verbundkrankenhaus Bernkastel/Wittlich, St. Elisabeth Krankenhaus","Koblenzer Str. 91, 54516 Wittlich, Rheinland-Pfalz",Regionale Stroke Unit,verbundkrankenhaus bernkastel/wittlich st elisabeth krankenhaus,False,"91, Koblenzer Straße, Wittlich, Landkreis Bernkastel-Wittlich, Rheinland-Pfalz, 54516, Deutschland",50.000609,6.8921032,"verbundkrankenhaus bernkastel/wittlich, st. elisabeth krankenhaus"
Universitätsmedizin der Johannes Gutenberg-Universität Mainz,"Langenbeckstr. 1, 55131 Mainz, Rheinland-Pfalz",Überregionale Stroke Unit,universitätsmedizin der johannes gutenberg-universität mainz,True,"102 Café & mehr, 1, Langenbeckstraße, Kupferbergterrassen, Oberstadt, Mainz, Rheinland-Pfalz, 55131, Deutschland",49.9917813,8.2603945,universitätsmedizin der johannes gutenberg-universität mainz
Krankenhaus St. Marienwörth,"Mühlenstr. 39, 55543 Bad Kreuznach, Rheinland-Pfalz",Telemedizinisch vernetzte Stroke Unit,krankenhaus st marienwörth,False,"39, Mühlenstraße, Bad Kreuznach, Landkreis Bad Kreuznach, Rheinland-Pfalz, 55543, Deutschland",49.8464188,7.8610687,krankenhaus st. marienwörth
SHG: Klinikum Idar-Oberstein GmbH,"Dr.-Ottmar-Kohler-Str. 2, 55743 Idar-Oberstein, Rheinland-Pfalz",Regionale Stroke Unit,shg: klinikum idar-oberstein gmbh,False,"2, Dr.-Ottmar-Kohler-Straße, Göttschied, Idar-Oberstein, Landkreis Birkenfeld, Rheinland-Pfalz, 55743, Deutschland",49.7161834,7.3212833,shg: klinikum idar-oberstein gmbh
"Katholisches Klinikum Koblenz·Montabaur, Brüderhaus Koblenz","Kardinal-Krementz-Str. 1-5, 56073 Koblenz, Rheinland-Pfalz",Überregionale Stroke Unit,katholisches klinikum koblenz·montabaur brüderhaus koblenz,False,"Brüderhaus Koblenz, 1-5, Kardinal-Krementz-Straße, Goldgrube, Koblenz, Rheinland-Pfalz, 56073, Deutschland",50.3536031,7.5869392,"katholisches klinikum koblenz·montabaur, brüderhaus koblenz"
Evangelisches Krankenhaus Dierdorf/Selters gGmbH,"Waldstr. 5, 56242 Selters, Rheinland-Pfalz",Regionale Stroke Unit,evangelisches krankenhaus dierdorf/selters ggmbh,False,"5, Waldstraße, Vielbach, Selters (Westerwald), Westerwaldkreis, Rheinland-Pfalz, 56244, Deutschland",50.5076279,7.7707207,evangelisches krankenhaus dierdorf/selters ggmbh
Klinikum Siegen GmbH,"Weidenauer Str. 83, 57076 Siegen, Nordrhein-Westfalen",Überregionale Stroke Unit,klinikum siegen gmbh,True,"83, Weidenauer Straße, Weidenau, Siegen, Kreis Siegen-Wittgenstein, Nordrhein-Westfalen, 57076, Deutschland",50.903519,8.0208927,klinikum siegen gmbh
Gemeinschaftskrankenhaus Herdecke gGmbH,"Gerhard-Kienle-Weg 4, 58313 Herdecke, Nordrhein-Westfalen",Überregionale Stroke Unit,gemeinschaftskrankenhaus herdecke ggmbh,False,"4, Gerhard-Kienle-Weg, Westende, Ende, Herdecke, Ennepe-Ruhr-Kreis, Nordrhein-Westfalen, 58313, Deutschland",51.4110418,7.4012214,gemeinschaftskrankenhaus herdecke ggmbh
Märkische Kliniken GmbH - Klinikum Lüdenscheid,"Paulmannshöher Str. 14, 58515 Lüdenscheid, Nordrhein-Westfalen",Regionale Stroke Unit,märkische kliniken gmbh - klinikum lüdenscheid,False,"Klinikum Lüdenscheid, 14, Paulmannshöher Straße, Hellersen, Lüdenscheid, Märkischer Kreis, Nordrhein-Westfalen, 58515, Deutschland",51.2077232,7.6622444,märkische kliniken gmbh - klinikum lüdenscheid
St. Marien-Hospital Hamm gGmbH,"Knappenstr. 19, 59071 Hamm, Nordrhein-Westfalen",Regionale Stroke Unit110,st marien-hospital hamm ggmbh,False,"Johanniter-Kliniken Hamm, 19, Knappenstraße, Bad Hamm, Mark, Uentrop, Hamm, Nordrhein-Westfalen, 59071, Deutschland",51.6882893,7.849598,st. marien-hospital hamm ggmbh
St. Franziskus-Hospital Ahlen,"Robert-Koch-Str. 55, 59227 Ahlen, Nordrhein-Westfalen",Regionale Stroke Unit,st franziskus-hospital ahlen,False,"St. Franziskus Hospital, 55, Robert-Koch-Straße, Ahlen, Kreis Warendorf, Nordrhein-Westfalen, 59227, Deutschland",51.767329,7.884784,st. franziskus-hospital ahlen
Christliches Klinikum Unna WEST,"Holbeinstr. 10, 59423 Unna, Nordrhein-Westfalen",Regionale Stroke Unit,christliches klinikum unna west,False,"Christliches Klinikum Unna gGmbH / Standort West (CKU West), 10, Holbeinstraße, Unna, Kreis Unna, Nordrhein-Westfalen, 59423, Deutschland",51.5333518,7.6764667,christliches klinikum unna west
Klinikum Stadt Soest gGmbH,"Senator-Schwartz-Ring 8, 59494 Soest, Nordrhein-Westfalen",Regionale Stroke Unit,klinikum stadt soest ggmbh,False,"Klinikum Stadt Soest, 8, Senator-Schwartz-Ring, Ardey, Soest, Kreis Soest, Nordrhein-Westfalen, 59494, Deutschland",51.5650729,8.0778409,klinikum stadt soest ggmbh
Evangelisches Krankenhaus Lippstadt gGmbH,"Wiedenbrücker Str. 33, 59555 Lippstadt, Nordrhein-Westfalen",Regionale Stroke Unit,evangelisches krankenhaus lippstadt ggmbh,False,"Evangelisches Krankenhaus, 33, Wiedenbrücker Straße, Lippstadt, Kreis Soest, Nordrhein-Westfalen, 59555, Deutschland",51.6848042,8.3422539,evangelisches krankenhaus lippstadt ggmbh
Klinikum Hochsauerland StO Karolinen-Hospital,"Stolte Ley 5, 59759 Arnsberg, Nordrhein-Westfalen",Regionale Stroke Unit,klinikum hochsauerland sto karolinen-hospital,False,"5, Stolte Ley, Hüsten, Arnsberg, Hochsauerlandkreis, Nordrhein-Westfalen, 59759, Deutschland",51.4263126,7.9995761,klinikum hochsauerland sto karolinen-hospital
Krankenhaus Nordwest,"Steinbacher Hohl 2-26, 60488 Frankfurt am Main, Hessen",Überregionale Stroke Unit,krankenhaus nordwest,True,"Krankenhaus Nordwest, 2-26, Steinbacher Hohl, Praunheim, Mitte-West, Frankfurt am Main, Hessen, 60488, Deutschland",50.1509039,8.6184578,krankenhaus nordwest
Universitätsklinikum Frankfurt,"Schleusenweg 2-16, 60528 Frankfurt am Main, Hessen",Überregionale Comprehensive Stroke Unit,universitätsklinikum frankfurt,True,"Schleusenweg, Niederrad, Süd, Frankfurt am Main, Hessen, 60528, Deutschland",50.0891012,8.6502617,universitätsklinikum frankfurt
Hochtaunus-Klinik Bad Homburg,"Zeppelinstr. 12, 61352 Bad Homburg, Hessen",Regionale Stroke Unit,hochtaunus-klinik bad homburg,False,"Zeppelinstraße, Innenstadt, Bad Homburg vor der Höhe, Hochtaunuskreis, Hessen, 61352, Deutschland",50.2158914,8.6125547,hochtaunus-klinik bad homburg
Sana Klinikum Offenbach GmbH,"Starkenburgring 73, 63069 Offenbach, Hessen",Überregionale Stroke Unit,sana klinikum offenbach gmbh,False,"73, Starkenburgring, Senefelderquartier, Offenbach am Main, Hessen, 63069, Deutschland",50.0964535,8.7560237,sana klinikum offenbach gmbh
Asklepios Klinik Langen,"Frankfurter Straße 66, 63225 Langen (Hessen), Hessen",Regionale Stroke Unit,asklepios klinik langen,False,"66, Frankfurter Straße, Altstadt, Langen, Landkreis Offenbach, Hessen, 63225, Deutschland",49.9947887,8.6800347,asklepios klinik langen
Klinikum Hanau GmbH,"Leimenstr. 33, 63450 Hanau, Hessen",Überregionale Stroke Unit,klinikum hanau gmbh,True,"33, Leimenstraße, Innenstadt, Hanau, Main-Kinzig-Kreis, Hessen, 63450, Deutschland",50.134129,8.9213464,klinikum hanau gmbh
Main-Kinzig-Kliniken Gelnhausen,"Herzbachweg 25, 63571 Gelnhausen, Hessen",Regionale Stroke Unit,main-kinzig-kliniken gelnhausen,False,"25, Herzbachweg, Gelnhausen-Mitte, Gelnhausen, Main-Kinzig-Kreis, Hessen, 63571, Deutschland",50.2058794,9.1805847,main-kinzig-kliniken gelnhausen
Asklepios Neurologische Klinik Bad Salzhausen,"Am Hasensprung 6, 63667 Nidda, Hessen",Regionale Stroke Unit,asklepios neurologische klinik bad salzhausen,False,"6, Am Hasensprung, Bad Salzhausen, Nidda, Wetteraukreis, Hessen, 63667, Deutschland",50.419713,8.9881297,asklepios neurologische klinik bad salzhausen
Klinikum Aschaffenburg-Alzenau gGmbH,"Am Hasenkopf 1, 63739 Aschaffenburg, Bayern",Überregionale Stroke Unit,klinikum aschaffenburg-alzenau ggmbh,False,"Kinderklinik, 1, Am Hasenkopf, Stadtmitte, Aschaffenburg, Bayern, 63739, Deutschland",49.9765374,9.1860608,klinikum aschaffenburg-alzenau ggmbh
Helios Klinik Erlenbach,"Krankenhausstr. 45, 63906 Erlenbach, Bayern",Regionale Stroke Unit,helios klinik erlenbach,False,"Helios Klinik Erlenbach, 45, Krankenhausstraße, Erlenbach, Erlenbach am Main, Landkreis Miltenberg, Bayern, 63906, Deutschland",49.8109038,9.1658383,helios klinik erlenbach
Klinikum Darmstadt GmbH,"Bleichstraße 30, 64283 Darmstadt, Hessen",Überregionale Stroke Unit,klinikum darmstadt gmbh,True,"30, Bleichstraße, Mollerstadt, Darmstadt-Mitte, Darmstadt, Hessen, 64283, Deutschland",49.8731074,8.6447998,klinikum darmstadt gmbh
Kreiskrankenhaus Bergstraße,"Viernheimer Str. 2, 64646 Heppenheim, Hessen",Regionale Stroke Unit,kreiskrankenhaus bergstraße,False,"2, Viernheimer Straße, Heppenheim, Kreis Bergstraße, Hessen, 64646, Deutschland",49.6281904,8.625264,kreiskrankenhaus bergstraße
Gesundheitszentrum Odenwaldkreis GmbH,"Albert-Schweitzer-Str. 10-20, 64711 Erbach, Hessen",Telemedizinisch vernetzte Stroke Unit,gesundheitszentrum odenwaldkreis gmbh,False,"Kreiskrankenhaus Erbach, 10 - 20, Albert-Schweitzer-Straße, Erbach (Odenwald), Erbach, Odenwaldkreis, Hessen, 64711, Deutschland",49.6516204,9.000656,gesundheitszentrum odenwaldkreis gmbh
St. Josefs-Hospital Wiesbaden GmbH,"Beethovenstr. 20, 65189 Wiesbaden, Hessen",Regionale Stroke Unit,st josefs-hospital wiesbaden gmbh,False,"Sankt-Josefs-Hospital, 20, Beethovenstraße, Südost, Wiesbaden, Hessen, 65189, Deutschland",50.0764489,8.2544924,st. josefs-hospital wiesbaden gmbh
Helios Dr. Horst Schmidt Kliniken Wiesbaden,"Ludwig-Erhard-Str. 90, 65199 Wiesbaden, Hessen",Überregionale Stroke Unit,helios dr horst schmidt kliniken wiesbaden,True,"Ludwig-Erhard-Str., 65187 Wiesbaden, 90, Ludwig-Erhard-Straße, Schelmengraben, Dotzheim, Wiesbaden, Hessen, 65199, Deutschland",50.0659953,8.1915971,helios dr. horst schmidt kliniken wiesbaden
GPR Klinikum Rüsselsheim,"August-Bebel-Str. 53, 65428 Rüsselsheim, Hessen",Regionale Stroke Unit,gpr klinikum rüsselsheim,False,"53, August-Bebel-Straße, Rüsselsheim am Main, Kreis Groß-Gerau, Hessen, 65428, Deutschland",49.9831172,8.4217477,gpr klinikum rüsselsheim
St. Vincenz-Krankenhaus Limburg,"Auf dem Schafsberg, 65549 Limburg, Hessen",Regionale Stroke Unit,st vincenz-krankenhaus limburg,True,"Auf dem Schafsberg, Limburg, Limburg an der Lahn, Landkreis Limburg-Weilburg, Hessen, 65549, Deutschland",50.387232,8.0509689,st. vincenz-krankenhaus limburg
Klinikum Frankfurt Höchst,"Gotenstr. 4, 65929 Frankfurt am Main, Hessen",Überregionale Stroke Unit,klinikum frankfurt höchst,False,"4, Gotenstraße, Höchst, West, Frankfurt am Main, Hessen, 65929, Deutschland",50.1061998,8.5457173,klinikum frankfurt höchst
cts CaritasKlinikum Saarbrücken St. Theresia,"Hubert-Müller-Straße 65, 66113 Saarbrücken, Saarland",Regionale Stroke Unit,cts caritasklinikum saarbrücken st theresia,False,"65, Hubert-Müller-Straße, Ottstraße, Burbach, West, Saarbrücken, Regionalverband Saarbrücken, Saarland, 66115, Deutschland",49.2482296,6.9530334,cts caritasklinikum saarbrücken st. theresia
Klinikum Saarbrücken gGmbH,"Winterberg 1, 66119 Saarbrücken, Saarland",Überregionale Comprehensive Stroke Unit,klinikum saarbrücken ggmbh,False,"Behandlungsbau, 1, Winterberg, St. Arnual, Bezirk Mitte, Saarbrücken, Regionalverband Saarbrücken, Saarland, 66119, Deutschland",49.2211468,6.9972072,klinikum saarbrücken ggmbh
Knappschaftsklinikum Saar - KH Sulzbach,"An der Klinik 10, 66280 Sulzbach, Saarland",Regionale Stroke Unit,knappschaftsklinikum saar - kh sulzbach,False,"10, An der Klinik, Hühnerfeld, Sulzbach/Saar, Regionalverband Saarbrücken, Saarland, 66280, Deutschland",49.2977342,7.054714,knappschaftsklinikum saar - kh sulzbach
Knappschaftsklinikum Saar - KH Püttlingen,"In der Humes 35, 66346 Püttlingen, Saarland",Regionale Stroke Unit,knappschaftsklinikum saar - kh püttlingen,False,"35, In der Humes, Berg, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland",49.2767351,6.8683942,knappschaftsklinikum saar - kh püttlingen
Universitätsklinikum des Saarlandes,"Kirrbergerstr. 100, 66421 Homburg, Saarland",Überregionale Stroke Unit,universitätsklinikum des saarlandes,True,"Universitätsklinikum des Saarlandes, 100, Kirrberger Straße, Homburg, Saarpfalz-Kreis, Saarland, 66424, Deutschland",49.306219,7.3464925,universitätsklinikum des saarlandes
Diakonie Klinikum Neunkirchen gGmbH,"Brunnenstr. 20, 66538 Neunkirchen, Saarland",Regionale Stroke Unit,diakonie klinikum neunkirchen ggmbh,False,"Diakonie-Klinikum Neunkirchen, 20, Brunnenstraße, Neunkirchen, Landkreis Neunkirchen, Saarland, 66538, Deutschland",49.3409594,7.1830206,diakonie klinikum neunkirchen ggmbh
Marienhaus Klinikum St. Wendel-Ottweiler,"Am Hirschberg 1a, 66606 St. Wendel, Saarland",Regionale Stroke Unit,marienhaus klinikum st wendel-ottweiler,False,"1a, Am Hirschberg, Oberlinxweiler, Sankt Wendel, Landkreis St. Wendel, Saarland, 66606, Deutschland",49.4539793,7.1784916,marienhaus klinikum st. wendel-ottweiler
SHG: Klinikum Merzig gGmbH,"Trierer Str. 148, 66663 Merzig, Saarland",Regionale Stroke Unit,shg: klinikum merzig ggmbh,False,"148i, Trierer Straße, Merzig, Landkreis Merzig-Wadern, Saarland, 66663, Deutschland",49.4590255,6.6299114,shg: klinikum merzig ggmbh
Krankenhaus Saarlouis vom DRK,"Vaubanstr. 9, 66740 Saarlouis, Saarland",Regionale Stroke Unit,krankenhaus saarlouis vom drk,False,"9, Vaubanstraße, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland",49.3143293,6.7463982,krankenhaus saarlouis vom drk
Marienhaus Klinikum St. Elisabeth Saarlouis,"Kapuzinerstr. 4, 66740 Saarlouis, Saarland",Regionale Stroke Unit,marienhaus klinikum st elisabeth saarlouis,False,"4, Kapuzinerstraße, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland",49.3152364,6.7564872,marienhaus klinikum st. elisabeth saarlouis
Klinikum der Stadt Ludwigshafen am Rhein gGmbH,"Bremserstr. 100, 67063 Ludwigshafen, Rheinland-Pfalz",Überregionale Stroke Unit,klinikum der stadt ludwigshafen am rhein ggmbh,True,"100, Bremserstraße, Nord-Hemshof, Ludwigshafen-Nördliche Innenstadt, Ludwigshafen am Rhein, Rheinland-Pfalz, 67063, Deutschland",49.4901362,8.4225014,klinikum der stadt ludwigshafen am rhein ggmbh
Diakonissen-Stiftungs-Krankenhaus Speyer,"Paul-Egell-Str. 33, 67346 Speyer, Rheinland-Pfalz",Telemedizinisch vernetzte Stroke Unit,diakonissen-stiftungs-krankenhaus speyer,False,"Diakonissen-Stiftungs-Krankenhaus Speyer (Haus Hilgardstraße), 33, Paul-Egell-Straße, Speyer, Rheinland-Pfalz, 67346, Deutschland",49.3110892,8.4346112,diakonissen-stiftungs-krankenhaus speyer
Klinikum Worms gGmbH,"Am Krankenhaus 51, 67550 Worms, Rheinland-Pfalz",Regionale Stroke Unit,klinikum worms ggmbh,False,"Am Krankenhaus, Herrnsheim, Westliche Vororte, Worms, Rheinland-Pfalz, 67550, Deutschland",49.651429,8.3239849,klinikum worms ggmbh
Westpfalz-Klinikum GmbH,"Hellmut-Hartert-Str. 1, 67655 Kaiserslautern, Rheinland-Pfalz",Überregionale Stroke Unit,westpfalz-klinikum gmbh,False,"Westpfalz-Klinikum, 1, Hellmut-Hartert-Straße, Galgenschanze, Kaiserberg, Kaiserslautern, Rheinland-Pfalz, 67655, Deutschland",49.4414169,7.7560839,westpfalz-klinikum gmbh
Diako Mannheim gGmbH,"Speyerer Str. 91-93, 68163 Mannheim, Baden-Württemberg",Regionale Stroke Unit,diako mannheim ggmbh,False,"Diakoniekrankenhaus Mannheim, 91-93, Speyerer Straße, Lindenhof, Mannheim, Baden-Württemberg, 68163, Deutschland",49.463844,8.4709491,diako mannheim ggmbh
